date_key,data,ano,mes,dia,trimestre,dia_semana,nome_mes,nome_dia_semana,fim_semana
20230324,2023-03-24,2023,3,24,1,4,Março,Sexta,False
20230325,2023-03-25,2023,3,25,1,5,Março,Sábado,True
20230326,2023-03-26,2023,3,26,1,6,Março,Domingo,True
20230327,2023-03-27,2023,3,27,1,0,Março,Segunda,False
20230401,2023-04-01,2023,4,1,2,5,Abril,Sábado,True
20230402,2023-04-02,2023,4,2,2,6,Abril,Domingo,True
20230403,2023-04-03,2023,4,3,2,0,Abril,Segunda,False
20230404,2023-04-04,2023,4,4,2,1,Abril,Terça,False
20230405,2023-04-05,2023,4,5,2,2,Abril,Quarta,False
20230406,2023-04-06,2023,4,6,2,3,Abril,Quinta,False
20230407,2023-04-07,2023,4,7,2,4,Abril,Sexta,False
20230408,2023-04-08,2023,4,8,2,5,Abril,Sábado,True
20230409,2023-04-09,2023,4,9,2,6,Abril,Domingo,True
20230410,2023-04-10,2023,4,10,2,0,Abril,Segunda,False
20230411,2023-04-11,2023,4,11,2,1,Abril,Terça,False
20230412,2023-04-12,2023,4,12,2,2,Abril,Quarta,False
20230413,2023-04-13,2023,4,13,2,3,Abril,Quinta,False
20230414,2023-04-14,2023,4,14,2,4,Abril,Sexta,False
20230415,2023-04-15,2023,4,15,2,5,Abril,Sábado,True
20230416,2023-04-16,2023,4,16,2,6,Abril,Domingo,True
20230417,2023-04-17,2023,4,17,2,0,Abril,Segunda,False
20230418,2023-04-18,2023,4,18,2,1,Abril,Terça,False
20230419,2023-04-19,2023,4,19,2,2,Abril,Quarta,False
20230420,2023-04-20,2023,4,20,2,3,Abril,Quinta,False
20230421,2023-04-21,2023,4,21,2,4,Abril,Sexta,False
20230422,2023-04-22,2023,4,22,2,5,Abril,Sábado,True
20230423,2023-04-23,2023,4,23,2,6,Abril,Domingo,True
20230424,2023-04-24,2023,4,24,2,0,Abril,Segunda,False
20230425,2023-04-25,2023,4,25,2,1,Abril,Terça,False
20230426,2023-04-26,2023,4,26,2,2,Abril,Quarta,False
20230427,2023-04-27,2023,4,27,2,3,Abril,Quinta,False
20230501,2023-05-01,2023,5,1,2,0,Maio,Segunda,False
20230502,2023-05-02,2023,5,2,2,1,Maio,Terça,False
20230503,2023-05-03,2023,5,3,2,2,Maio,Quarta,False
20230504,2023-05-04,2023,5,4,2,3,Maio,Quinta,False
20230505,2023-05-05,2023,5,5,2,4,Maio,Sexta,False
20230506,2023-05-06,2023,5,6,2,5,Maio,Sábado,True
20230507,2023-05-07,2023,5,7,2,6,Maio,Domingo,True
20230508,2023-05-08,2023,5,8,2,0,Maio,Segunda,False
20230509,2023-05-09,2023,5,9,2,1,Maio,Terça,False
20230510,2023-05-10,2023,5,10,2,2,Maio,Quarta,False
20230511,2023-05-11,2023,5,11,2,3,Maio,Quinta,False
20230512,2023-05-12,2023,5,12,2,4,Maio,Sexta,False
20230513,2023-05-13,2023,5,13,2,5,Maio,Sábado,True
20230514,2023-05-14,2023,5,14,2,6,Maio,Domingo,True
20230515,2023-05-15,2023,5,15,2,0,Maio,Segunda,False
20230516,2023-05-16,2023,5,16,2,1,Maio,Terça,False
20230517,2023-05-17,2023,5,17,2,2,Maio,Quarta,False
20230518,2023-05-18,2023,5,18,2,3,Maio,Quinta,False
20230519,2023-05-19,2023,5,19,2,4,Maio,Sexta,False
20230520,2023-05-20,2023,5,20,2,5,Maio,Sábado,True
20230521,2023-05-21,2023,5,21,2,6,Maio,Domingo,True
20230522,2023-05-22,2023,5,22,2,0,Maio,Segunda,False
20230523,2023-05-23,2023,5,23,2,1,Maio,Terça,False
20230524,2023-05-24,2023,5,24,2,2,Maio,Quarta,False
20230525,2023-05-25,2023,5,25,2,3,Maio,Quinta,False
20230526,2023-05-26,2023,5,26,2,4,Maio,Sexta,False
20230527,2023-05-27,2023,5,27,2,5,Maio,Sábado,True
20230601,2023-06-01,2023,6,1,2,3,Junho,Quinta,False
20230602,2023-06-02,2023,6,2,2,4,Junho,Sexta,False
20230603,2023-06-03,2023,6,3,2,5,Junho,Sábado,True
20230604,2023-06-04,2023,6,4,2,6,Junho,Domingo,True
20230605,2023-06-05,2023,6,5,2,0,Junho,Segunda,False
20230606,2023-06-06,2023,6,6,2,1,Junho,Terça,False
20230607,2023-06-07,2023,6,7,2,2,Junho,Quarta,False
20230608,2023-06-08,2023,6,8,2,3,Junho,Quinta,False
20230609,2023-06-09,2023,6,9,2,4,Junho,Sexta,False
20230610,2023-06-10,2023,6,10,2,5,Junho,Sábado,True
20230611,2023-06-11,2023,6,11,2,6,Junho,Domingo,True
20230612,2023-06-12,2023,6,12,2,0,Junho,Segunda,False
20230613,2023-06-13,2023,6,13,2,1,Junho,Terça,False
20230614,2023-06-14,2023,6,14,2,2,Junho,Quarta,False
20230615,2023-06-15,2023,6,15,2,3,Junho,Quinta,False
20230616,2023-06-16,2023,6,16,2,4,Junho,Sexta,False
20230617,2023-06-17,2023,6,17,2,5,Junho,Sábado,True
20230618,2023-06-18,2023,6,18,2,6,Junho,Domingo,True
20230619,2023-06-19,2023,6,19,2,0,Junho,Segunda,False
20230620,2023-06-20,2023,6,20,2,1,Junho,Terça,False
20230621,2023-06-21,2023,6,21,2,2,Junho,Quarta,False
20230622,2023-06-22,2023,6,22,2,3,Junho,Quinta,False
20230623,2023-06-23,2023,6,23,2,4,Junho,Sexta,False
20230624,2023-06-24,2023,6,24,2,5,Junho,Sábado,True
20230625,2023-06-25,2023,6,25,2,6,Junho,Domingo,True
20230626,2023-06-26,2023,6,26,2,0,Junho,Segunda,False
20230627,2023-06-27,2023,6,27,2,1,Junho,Terça,False
20230701,2023-07-01,2023,7,1,3,5,Julho,Sábado,True
20230702,2023-07-02,2023,7,2,3,6,Julho,Domingo,True
20230703,2023-07-03,2023,7,3,3,0,Julho,Segunda,False
20230704,2023-07-04,2023,7,4,3,1,Julho,Terça,False
20230705,2023-07-05,2023,7,5,3,2,Julho,Quarta,False
20230706,2023-07-06,2023,7,6,3,3,Julho,Quinta,False
20230707,2023-07-07,2023,7,7,3,4,Julho,Sexta,False
20230708,2023-07-08,2023,7,8,3,5,Julho,Sábado,True
20230709,2023-07-09,2023,7,9,3,6,Julho,Domingo,True
20230710,2023-07-10,2023,7,10,3,0,Julho,Segunda,False
20230711,2023-07-11,2023,7,11,3,1,Julho,Terça,False
20230712,2023-07-12,2023,7,12,3,2,Julho,Quarta,False
20230713,2023-07-13,2023,7,13,3,3,Julho,Quinta,False
20230714,2023-07-14,2023,7,14,3,4,Julho,Sexta,False
20230715,2023-07-15,2023,7,15,3,5,Julho,Sábado,True
20230716,2023-07-16,2023,7,16,3,6,Julho,Domingo,True
20230717,2023-07-17,2023,7,17,3,0,Julho,Segunda,False
20230718,2023-07-18,2023,7,18,3,1,Julho,Terça,False
20230719,2023-07-19,2023,7,19,3,2,Julho,Quarta,False
20230720,2023-07-20,2023,7,20,3,3,Julho,Quinta,False
20230721,2023-07-21,2023,7,21,3,4,Julho,Sexta,False
20230722,2023-07-22,2023,7,22,3,5,Julho,Sábado,True
20230723,2023-07-23,2023,7,23,3,6,Julho,Domingo,True
20230724,2023-07-24,2023,7,24,3,0,Julho,Segunda,False
20230725,2023-07-25,2023,7,25,3,1,Julho,Terça,False
20230726,2023-07-26,2023,7,26,3,2,Julho,Quarta,False
20230727,2023-07-27,2023,7,27,3,3,Julho,Quinta,False
20230801,2023-08-01,2023,8,1,3,1,Agosto,Terça,False
20230802,2023-08-02,2023,8,2,3,2,Agosto,Quarta,False
20230803,2023-08-03,2023,8,3,3,3,Agosto,Quinta,False
20230804,2023-08-04,2023,8,4,3,4,Agosto,Sexta,False
20230805,2023-08-05,2023,8,5,3,5,Agosto,Sábado,True
20230806,2023-08-06,2023,8,6,3,6,Agosto,Domingo,True
20230807,2023-08-07,2023,8,7,3,0,Agosto,Segunda,False
20230808,2023-08-08,2023,8,8,3,1,Agosto,Terça,False
20230809,2023-08-09,2023,8,9,3,2,Agosto,Quarta,False
20230810,2023-08-10,2023,8,10,3,3,Agosto,Quinta,False
20230811,2023-08-11,2023,8,11,3,4,Agosto,Sexta,False
20230812,2023-08-12,2023,8,12,3,5,Agosto,Sábado,True
20230813,2023-08-13,2023,8,13,3,6,Agosto,Domingo,True
20230814,2023-08-14,2023,8,14,3,0,Agosto,Segunda,False
20230815,2023-08-15,2023,8,15,3,1,Agosto,Terça,False
20230816,2023-08-16,2023,8,16,3,2,Agosto,Quarta,False
20230817,2023-08-17,2023,8,17,3,3,Agosto,Quinta,False
20230818,2023-08-18,2023,8,18,3,4,Agosto,Sexta,False
20230819,2023-08-19,2023,8,19,3,5,Agosto,Sábado,True
20230820,2023-08-20,2023,8,20,3,6,Agosto,Domingo,True
20230821,2023-08-21,2023,8,21,3,0,Agosto,Segunda,False
20230822,2023-08-22,2023,8,22,3,1,Agosto,Terça,False
20230823,2023-08-23,2023,8,23,3,2,Agosto,Quarta,False
20230824,2023-08-24,2023,8,24,3,3,Agosto,Quinta,False
20230825,2023-08-25,2023,8,25,3,4,Agosto,Sexta,False
20230826,2023-08-26,2023,8,26,3,5,Agosto,Sábado,True
20230827,2023-08-27,2023,8,27,3,6,Agosto,Domingo,True
20230901,2023-09-01,2023,9,1,3,4,Setembro,Sexta,False
20230902,2023-09-02,2023,9,2,3,5,Setembro,Sábado,True
20230903,2023-09-03,2023,9,3,3,6,Setembro,Domingo,True
20230904,2023-09-04,2023,9,4,3,0,Setembro,Segunda,False
20230905,2023-09-05,2023,9,5,3,1,Setembro,Terça,False
20230906,2023-09-06,2023,9,6,3,2,Setembro,Quarta,False
20230907,2023-09-07,2023,9,7,3,3,Setembro,Quinta,False
20230908,2023-09-08,2023,9,8,3,4,Setembro,Sexta,False
20230909,2023-09-09,2023,9,9,3,5,Setembro,Sábado,True
20230910,2023-09-10,2023,9,10,3,6,Setembro,Domingo,True
20230911,2023-09-11,2023,9,11,3,0,Setembro,Segunda,False
20230912,2023-09-12,2023,9,12,3,1,Setembro,Terça,False
20230913,2023-09-13,2023,9,13,3,2,Setembro,Quarta,False
20230914,2023-09-14,2023,9,14,3,3,Setembro,Quinta,False
20230915,2023-09-15,2023,9,15,3,4,Setembro,Sexta,False
20230916,2023-09-16,2023,9,16,3,5,Setembro,Sábado,True
20230917,2023-09-17,2023,9,17,3,6,Setembro,Domingo,True
20230918,2023-09-18,2023,9,18,3,0,Setembro,Segunda,False
20230919,2023-09-19,2023,9,19,3,1,Setembro,Terça,False
20230920,2023-09-20,2023,9,20,3,2,Setembro,Quarta,False
20230921,2023-09-21,2023,9,21,3,3,Setembro,Quinta,False
20230922,2023-09-22,2023,9,22,3,4,Setembro,Sexta,False
20230923,2023-09-23,2023,9,23,3,5,Setembro,Sábado,True
20230924,2023-09-24,2023,9,24,3,6,Setembro,Domingo,True
20230925,2023-09-25,2023,9,25,3,0,Setembro,Segunda,False
20230926,2023-09-26,2023,9,26,3,1,Setembro,Terça,False
20230927,2023-09-27,2023,9,27,3,2,Setembro,Quarta,False
20231001,2023-10-01,2023,10,1,4,6,Outubro,Domingo,True
20231002,2023-10-02,2023,10,2,4,0,Outubro,Segunda,False
20231003,2023-10-03,2023,10,3,4,1,Outubro,Terça,False
20231004,2023-10-04,2023,10,4,4,2,Outubro,Quarta,False
20231005,2023-10-05,2023,10,5,4,3,Outubro,Quinta,False
20231006,2023-10-06,2023,10,6,4,4,Outubro,Sexta,False
20231007,2023-10-07,2023,10,7,4,5,Outubro,Sábado,True
20231008,2023-10-08,2023,10,8,4,6,Outubro,Domingo,True
20231009,2023-10-09,2023,10,9,4,0,Outubro,Segunda,False
20231010,2023-10-10,2023,10,10,4,1,Outubro,Terça,False
20231011,2023-10-11,2023,10,11,4,2,Outubro,Quarta,False
20231012,2023-10-12,2023,10,12,4,3,Outubro,Quinta,False
20231013,2023-10-13,2023,10,13,4,4,Outubro,Sexta,False
20231014,2023-10-14,2023,10,14,4,5,Outubro,Sábado,True
20231015,2023-10-15,2023,10,15,4,6,Outubro,Domingo,True
20231016,2023-10-16,2023,10,16,4,0,Outubro,Segunda,False
20231017,2023-10-17,2023,10,17,4,1,Outubro,Terça,False
20231018,2023-10-18,2023,10,18,4,2,Outubro,Quarta,False
20231019,2023-10-19,2023,10,19,4,3,Outubro,Quinta,False
20231020,2023-10-20,2023,10,20,4,4,Outubro,Sexta,False
20231021,2023-10-21,2023,10,21,4,5,Outubro,Sábado,True
20231022,2023-10-22,2023,10,22,4,6,Outubro,Domingo,True
20231023,2023-10-23,2023,10,23,4,0,Outubro,Segunda,False
20231024,2023-10-24,2023,10,24,4,1,Outubro,Terça,False
20231025,2023-10-25,2023,10,25,4,2,Outubro,Quarta,False
20231026,2023-10-26,2023,10,26,4,3,Outubro,Quinta,False
20231027,2023-10-27,2023,10,27,4,4,Outubro,Sexta,False
20231101,2023-11-01,2023,11,1,4,2,Novembro,Quarta,False
20231102,2023-11-02,2023,11,2,4,3,Novembro,Quinta,False
20231103,2023-11-03,2023,11,3,4,4,Novembro,Sexta,False
20231104,2023-11-04,2023,11,4,4,5,Novembro,Sábado,True
20231105,2023-11-05,2023,11,5,4,6,Novembro,Domingo,True
20231106,2023-11-06,2023,11,6,4,0,Novembro,Segunda,False
20231107,2023-11-07,2023,11,7,4,1,Novembro,Terça,False
20231108,2023-11-08,2023,11,8,4,2,Novembro,Quarta,False
20231109,2023-11-09,2023,11,9,4,3,Novembro,Quinta,False
20231110,2023-11-10,2023,11,10,4,4,Novembro,Sexta,False
20231111,2023-11-11,2023,11,11,4,5,Novembro,Sábado,True
20231112,2023-11-12,2023,11,12,4,6,Novembro,Domingo,True
20231113,2023-11-13,2023,11,13,4,0,Novembro,Segunda,False
20231114,2023-11-14,2023,11,14,4,1,Novembro,Terça,False
20231115,2023-11-15,2023,11,15,4,2,Novembro,Quarta,False
20231116,2023-11-16,2023,11,16,4,3,Novembro,Quinta,False
20231117,2023-11-17,2023,11,17,4,4,Novembro,Sexta,False
20231118,2023-11-18,2023,11,18,4,5,Novembro,Sábado,True
20231119,2023-11-19,2023,11,19,4,6,Novembro,Domingo,True
20231120,2023-11-20,2023,11,20,4,0,Novembro,Segunda,False
20231121,2023-11-21,2023,11,21,4,1,Novembro,Terça,False
20231122,2023-11-22,2023,11,22,4,2,Novembro,Quarta,False
20231123,2023-11-23,2023,11,23,4,3,Novembro,Quinta,False
20231124,2023-11-24,2023,11,24,4,4,Novembro,Sexta,False
20231125,2023-11-25,2023,11,25,4,5,Novembro,Sábado,True
20231126,2023-11-26,2023,11,26,4,6,Novembro,Domingo,True
20231127,2023-11-27,2023,11,27,4,0,Novembro,Segunda,False
20231201,2023-12-01,2023,12,1,4,4,Dezembro,Sexta,False
20231202,2023-12-02,2023,12,2,4,5,Dezembro,Sábado,True
20231203,2023-12-03,2023,12,3,4,6,Dezembro,Domingo,True
20231204,2023-12-04,2023,12,4,4,0,Dezembro,Segunda,False
20231205,2023-12-05,2023,12,5,4,1,Dezembro,Terça,False
20231206,2023-12-06,2023,12,6,4,2,Dezembro,Quarta,False
20231207,2023-12-07,2023,12,7,4,3,Dezembro,Quinta,False
20231208,2023-12-08,2023,12,8,4,4,Dezembro,Sexta,False
20231209,2023-12-09,2023,12,9,4,5,Dezembro,Sábado,True
20231210,2023-12-10,2023,12,10,4,6,Dezembro,Domingo,True
20231211,2023-12-11,2023,12,11,4,0,Dezembro,Segunda,False
20231212,2023-12-12,2023,12,12,4,1,Dezembro,Terça,False
20231213,2023-12-13,2023,12,13,4,2,Dezembro,Quarta,False
20231214,2023-12-14,2023,12,14,4,3,Dezembro,Quinta,False
20231215,2023-12-15,2023,12,15,4,4,Dezembro,Sexta,False
20231216,2023-12-16,2023,12,16,4,5,Dezembro,Sábado,True
20231217,2023-12-17,2023,12,17,4,6,Dezembro,Domingo,True
20231218,2023-12-18,2023,12,18,4,0,Dezembro,Segunda,False
20231219,2023-12-19,2023,12,19,4,1,Dezembro,Terça,False
20231220,2023-12-20,2023,12,20,4,2,Dezembro,Quarta,False
20231221,2023-12-21,2023,12,21,4,3,Dezembro,Quinta,False
20231222,2023-12-22,2023,12,22,4,4,Dezembro,Sexta,False
20231223,2023-12-23,2023,12,23,4,5,Dezembro,Sábado,True
20231224,2023-12-24,2023,12,24,4,6,Dezembro,Domingo,True
20231225,2023-12-25,2023,12,25,4,0,Dezembro,Segunda,False
20231226,2023-12-26,2023,12,26,4,1,Dezembro,Terça,False
20231227,2023-12-27,2023,12,27,4,2,Dezembro,Quarta,False
20240101,2024-01-01,2024,1,1,1,0,Janeiro,Segunda,False
20240102,2024-01-02,2024,1,2,1,1,Janeiro,Terça,False
20240103,2024-01-03,2024,1,3,1,2,Janeiro,Quarta,False
20240104,2024-01-04,2024,1,4,1,3,Janeiro,Quinta,False
20240105,2024-01-05,2024,1,5,1,4,Janeiro,Sexta,False
20240106,2024-01-06,2024,1,6,1,5,Janeiro,Sábado,True
20240107,2024-01-07,2024,1,7,1,6,Janeiro,Domingo,True
20240108,2024-01-08,2024,1,8,1,0,Janeiro,Segunda,False
20240109,2024-01-09,2024,1,9,1,1,Janeiro,Terça,False
20240110,2024-01-10,2024,1,10,1,2,Janeiro,Quarta,False
20240111,2024-01-11,2024,1,11,1,3,Janeiro,Quinta,False
20240112,2024-01-12,2024,1,12,1,4,Janeiro,Sexta,False
20240113,2024-01-13,2024,1,13,1,5,Janeiro,Sábado,True
20240114,2024-01-14,2024,1,14,1,6,Janeiro,Domingo,True
20240115,2024-01-15,2024,1,15,1,0,Janeiro,Segunda,False
20240116,2024-01-16,2024,1,16,1,1,Janeiro,Terça,False
20240117,2024-01-17,2024,1,17,1,2,Janeiro,Quarta,False
20240118,2024-01-18,2024,1,18,1,3,Janeiro,Quinta,False
20240119,2024-01-19,2024,1,19,1,4,Janeiro,Sexta,False
20240120,2024-01-20,2024,1,20,1,5,Janeiro,Sábado,True
20240121,2024-01-21,2024,1,21,1,6,Janeiro,Domingo,True
20240122,2024-01-22,2024,1,22,1,0,Janeiro,Segunda,False
20240123,2024-01-23,2024,1,23,1,1,Janeiro,Terça,False
20240124,2024-01-24,2024,1,24,1,2,Janeiro,Quarta,False
20240125,2024-01-25,2024,1,25,1,3,Janeiro,Quinta,False
20240126,2024-01-26,2024,1,26,1,4,Janeiro,Sexta,False
20240127,2024-01-27,2024,1,27,1,5,Janeiro,Sábado,True
20240201,2024-02-01,2024,2,1,1,3,Fevereiro,Quinta,False
20240202,2024-02-02,2024,2,2,1,4,Fevereiro,Sexta,False
20240203,2024-02-03,2024,2,3,1,5,Fevereiro,Sábado,True
20240204,2024-02-04,2024,2,4,1,6,Fevereiro,Domingo,True
20240205,2024-02-05,2024,2,5,1,0,Fevereiro,Segunda,False
20240206,2024-02-06,2024,2,6,1,1,Fevereiro,Terça,False
20240207,2024-02-07,2024,2,7,1,2,Fevereiro,Quarta,False
20240208,2024-02-08,2024,2,8,1,3,Fevereiro,Quinta,False
20240209,2024-02-09,2024,2,9,1,4,Fevereiro,Sexta,False
20240210,2024-02-10,2024,2,10,1,5,Fevereiro,Sábado,True
20240211,2024-02-11,2024,2,11,1,6,Fevereiro,Domingo,True
20240212,2024-02-12,2024,2,12,1,0,Fevereiro,Segunda,False
20240213,2024-02-13,2024,2,13,1,1,Fevereiro,Terça,False
20240214,2024-02-14,2024,2,14,1,2,Fevereiro,Quarta,False
20240215,2024-02-15,2024,2,15,1,3,Fevereiro,Quinta,False
20240216,2024-02-16,2024,2,16,1,4,Fevereiro,Sexta,False
20240217,2024-02-17,2024,2,17,1,5,Fevereiro,Sábado,True
20240218,2024-02-18,2024,2,18,1,6,Fevereiro,Domingo,True
20240219,2024-02-19,2024,2,19,1,0,Fevereiro,Segunda,False
20240220,2024-02-20,2024,2,20,1,1,Fevereiro,Terça,False
20240221,2024-02-21,2024,2,21,1,2,Fevereiro,Quarta,False
20240222,2024-02-22,2024,2,22,1,3,Fevereiro,Quinta,False
20240223,2024-02-23,2024,2,23,1,4,Fevereiro,Sexta,False
20240224,2024-02-24,2024,2,24,1,5,Fevereiro,Sábado,True
20240225,2024-02-25,2024,2,25,1,6,Fevereiro,Domingo,True
20240226,2024-02-26,2024,2,26,1,0,Fevereiro,Segunda,False
20240227,2024-02-27,2024,2,27,1,1,Fevereiro,Terça,False
20240301,2024-03-01,2024,3,1,1,4,Março,Sexta,False
20240302,2024-03-02,2024,3,2,1,5,Março,Sábado,True
20240303,2024-03-03,2024,3,3,1,6,Março,Domingo,True
20240304,2024-03-04,2024,3,4,1,0,Março,Segunda,False
20240305,2024-03-05,2024,3,5,1,1,Março,Terça,False
20240306,2024-03-06,2024,3,6,1,2,Março,Quarta,False
20240307,2024-03-07,2024,3,7,1,3,Março,Quinta,False
20240308,2024-03-08,2024,3,8,1,4,Março,Sexta,False
20240309,2024-03-09,2024,3,9,1,5,Março,Sábado,True
20240310,2024-03-10,2024,3,10,1,6,Março,Domingo,True
20240311,2024-03-11,2024,3,11,1,0,Março,Segunda,False
20240312,2024-03-12,2024,3,12,1,1,Março,Terça,False
20240313,2024-03-13,2024,3,13,1,2,Março,Quarta,False
20240314,2024-03-14,2024,3,14,1,3,Março,Quinta,False
20240315,2024-03-15,2024,3,15,1,4,Março,Sexta,False
20240316,2024-03-16,2024,3,16,1,5,Março,Sábado,True
20240317,2024-03-17,2024,3,17,1,6,Março,Domingo,True
20240318,2024-03-18,2024,3,18,1,0,Março,Segunda,False
20240319,2024-03-19,2024,3,19,1,1,Março,Terça,False
20240320,2024-03-20,2024,3,20,1,2,Março,Quarta,False
20240321,2024-03-21,2024,3,21,1,3,Março,Quinta,False
20240322,2024-03-22,2024,3,22,1,4,Março,Sexta,False
20240323,2024-03-23,2024,3,23,1,5,Março,Sábado,True
20240324,2024-03-24,2024,3,24,1,6,Março,Domingo,True
20240325,2024-03-25,2024,3,25,1,0,Março,Segunda,False
20240326,2024-03-26,2024,3,26,1,1,Março,Terça,False
20240327,2024-03-27,2024,3,27,1,2,Março,Quarta,False
20240401,2024-04-01,2024,4,1,2,0,Abril,Segunda,False
20240402,2024-04-02,2024,4,2,2,1,Abril,Terça,False
20240403,2024-04-03,2024,4,3,2,2,Abril,Quarta,False
20240404,2024-04-04,2024,4,4,2,3,Abril,Quinta,False
20240405,2024-04-05,2024,4,5,2,4,Abril,Sexta,False
20240406,2024-04-06,2024,4,6,2,5,Abril,Sábado,True
20240407,2024-04-07,2024,4,7,2,6,Abril,Domingo,True
20240408,2024-04-08,2024,4,8,2,0,Abril,Segunda,False
20240409,2024-04-09,2024,4,9,2,1,Abril,Terça,False
20240410,2024-04-10,2024,4,10,2,2,Abril,Quarta,False
20240411,2024-04-11,2024,4,11,2,3,Abril,Quinta,False
20240412,2024-04-12,2024,4,12,2,4,Abril,Sexta,False
20240413,2024-04-13,2024,4,13,2,5,Abril,Sábado,True
20240414,2024-04-14,2024,4,14,2,6,Abril,Domingo,True
20240415,2024-04-15,2024,4,15,2,0,Abril,Segunda,False
20240416,2024-04-16,2024,4,16,2,1,Abril,Terça,False
20240417,2024-04-17,2024,4,17,2,2,Abril,Quarta,False
20240418,2024-04-18,2024,4,18,2,3,Abril,Quinta,False
20240419,2024-04-19,2024,4,19,2,4,Abril,Sexta,False
20240420,2024-04-20,2024,4,20,2,5,Abril,Sábado,True
20240421,2024-04-21,2024,4,21,2,6,Abril,Domingo,True
20240422,2024-04-22,2024,4,22,2,0,Abril,Segunda,False
20240423,2024-04-23,2024,4,23,2,1,Abril,Terça,False
20240424,2024-04-24,2024,4,24,2,2,Abril,Quarta,False
20240425,2024-04-25,2024,4,25,2,3,Abril,Quinta,False
20240426,2024-04-26,2024,4,26,2,4,Abril,Sexta,False
20240427,2024-04-27,2024,4,27,2,5,Abril,Sábado,True
20240501,2024-05-01,2024,5,1,2,2,Maio,Quarta,False
20240502,2024-05-02,2024,5,2,2,3,Maio,Quinta,False
20240503,2024-05-03,2024,5,3,2,4,Maio,Sexta,False
20240504,2024-05-04,2024,5,4,2,5,Maio,Sábado,True
20240505,2024-05-05,2024,5,5,2,6,Maio,Domingo,True
20240506,2024-05-06,2024,5,6,2,0,Maio,Segunda,False
20240507,2024-05-07,2024,5,7,2,1,Maio,Terça,False
20240508,2024-05-08,2024,5,8,2,2,Maio,Quarta,False
